station,state,latitude,longitude,elevation,date,TMIN,TMAX,TAVG,AWND,WDF5,WSF5,SNOW,SNWD,PRCP
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170112,22.1,39.02,,9.395148,360,21.027236,0,0,0
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170114,28.22,32,,5.368656,360,14.092722,0,0,0.57874047
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170203,22.1,39.02,,6.039738,360,19.01399,0,0,0
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170301,28.22,60.98,,4.250186,360,27.066974,0,0,0
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170326,35.06,69.98,,4.921268,360,25.053728,0,0,0.66141768
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170327,51.08,60.98,,5.144962,360,17.000744,0,0,0.22834658
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170404,46.94,66.92,,8.052984,360,33.106712,0,0,0.18897648
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170405,42.98,64.04,,5.59235,360,33.106712,0,0,0.07086618
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170406,33.98,68,,3.131716,360,23.040482,0,0,0
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170410,51.98,77,,3.35541,360,18.119214,0,0,0
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170618,60.98,80.96,,3.579104,360,31.988242,0,0,0.68897675
BARTLESVILLE F P FLD,OK,36.7683,-96.0261,217.9,20170812,64.94,75.02,,0.671082,360,10.06623,0,0,0.05118113
CAHOKIA ST LOUIS AP,IL,38.5714,-90.1572,125.9,20170203,19.22,35.96,,6.71082,360,19.908766,0,0,0
CAHOKIA ST LOUIS AP,IL,38.5714,-90.1572,125.9,20170315,16.16,39.02,,4.47388,360,14.987498,0,0,0
CAHOKIA ST LOUIS AP,IL,38.5714,-90.1572,125.9,20170328,53.06,59,,6.039738,360,16.105968,0,0,0
CAHOKIA ST LOUIS AP,IL,38.5714,-90.1572,125.9,20170421,48.92,60.08,,7.82929,360,21.922012,0,0,0.11023628
CAHOKIA ST LOUIS AP,IL,38.5714,-90.1572,125.9,20170511,62.06,75.92,,7.605596,360,23.040482,0,0,0.16141741
CAHOKIA ST LOUIS AP,IL,38.5714,-90.1572,125.9,20170513,50,82.04,,1.565858,360,12.974252,0,0,0
CAHOKIA ST LOUIS AP,IL,38.5714,-90.1572,125.9,20170607,53.06,82.04,,6.71082,360,27.96175,0,0,0
CAHOKIA ST LOUIS AP,IL,38.5714,-90.1572,125.9,20170715,66.02,89.06,,3.802798,360,19.908766,0,0,0
CAHOKIA ST LOUIS AP,IL,38.5714,-90.1572,125.9,20170728,71.06,87.98,,10.513618,360,25.053728,0,0,0
CAHOKIA ST LOUIS AP,IL,38.5714,-90.1572,125.9,20170820,68,93.92,,3.579104,360,23.935258,0,0,0
HOT SPRINGS ASOS,AR,34.29,-93.06,163.1,20170417,62.06,71.06,,2.460634,360,21.922012,0,0,0.31889781
HOT SPRINGS ASOS,AR,34.29,-93.06,163.1,20170619,66.02,89.06,,2.684328,360,17.000744,0,0,0.1181103
HOT SPRINGS ASOS,AR,34.29,-93.06,163.1,20170822,75.92,95,,3.579104,360,23.040482,,,0
JEFFERSON CITY MEM AP,MO,38.5911,-92.1558,174.7,20170314,25.16,33.98,,7.605596,360,19.01399,,0,0
JEFFERSON CITY MEM AP,MO,38.5911,-92.1558,174.7,20170607,57.02,82.94,,6.039738,360,21.922012,0,0,0
JEFFERSON CITY MEM AP,MO,38.5911,-92.1558,174.7,20170728,73.04,84.92,,6.263432,360,21.027236,0,0,0
STILLWATER RGNL AP,OK,36.1625,-97.0894,299.9,20170208,24.26,50,,14.54011,360,34.001488,0,0,0
STILLWATER RGNL AP,OK,36.1625,-97.0894,299.9,20170215,31.1,57.92,,6.487126,360,19.01399,0,0,0
STILLWATER RGNL AP,OK,36.1625,-97.0894,299.9,20170317,53.96,80.96,,7.605596,360,19.01399,0,0,0
STILLWATER RGNL AP,OK,36.1625,-97.0894,299.9,20170524,48.02,71.96,,9.842536,360,25.948504,0,0,0
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170113,20.12,26.24,,9.618842,360,27.066974,,0,0
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170202,20.12,31.1,,9.171454,360,23.935258,,,0
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170203,22.1,33.98,,6.039738,360,17.000744,,,0
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170221,46.94,71.06,,5.59235,360,16.105968,,,0
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170326,42.08,51.98,,6.039738,360,23.040482,,,0.07086618
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170405,39.92,53.96,,17.224438,360,42.949248,,,0.22834658
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170531,57.02,77,,4.697574,360,29.974996,,,0.31102379
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170616,64.94,89.06,,9.842536,360,38.02798,,,0.12992133
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170623,64.94,82.94,,10.513618,360,29.974996,,,0.05905515
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170811,68,82.04,,7.82929,360,19.01399,,,0
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170820,69.08,87.08,,10.513618,360,36.014734,,,0
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170827,64.04,77,,4.697574,360,21.922012,,,0.5511814
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170904,66.92,87.08,,10.06623,360,23.040482,,,0
OLATHE JOHNSON CO EXEC AP,KS,38.85,-94.7392,326.1,20170906,48.92,71.96,,5.816044,360,21.922012,,,0
DALLAS REDBIRD AP,TX,32.6808,-96.8681,200.6,20170117,42.98,51.98,,6.934514,360,18.119214,0,0,0.42126007
DALLAS REDBIRD AP,TX,32.6808,-96.8681,200.6,20170209,35.06,60.08,,7.605596,360,19.908766,0,0,0
DALLAS REDBIRD AP,TX,32.6808,-96.8681,200.6,20170411,60.98,73.94,,6.934514,360,14.987498,0,0,0.16929143
WICHITA JABARA AP,KS,37.7461,-97.2211,433.1,20170105,8.24,19.22,,13.869028,360,25.053728,,,0
WICHITA JABARA AP,KS,37.7461,-97.2211,433.1,20170114,26.24,35.06,,5.368656,360,12.974252,,,0.09055123
WICHITA JABARA AP,KS,37.7461,-97.2211,433.1,20170208,19.22,35.96,,14.54011,360,33.106712,,,0
WICHITA JABARA AP,KS,37.7461,-97.2211,433.1,20170211,48.92,73.04,,10.289924,360,29.08022,,,0
WICHITA JABARA AP,KS,37.7461,-97.2211,433.1,20170228,42.98,69.08,,16.553356,360,46.97574,,,0
WICHITA JABARA AP,KS,37.7461,-97.2211,433.1,20170328,48.92,53.96,,12.974252,360,38.922756,,,1.55905596
WICHITA JABARA AP,KS,37.7461,-97.2211,433.1,20170402,46.94,59,,6.039738,360,17.000744,,,0.01181103
WICHITA JABARA AP,KS,37.7461,-97.2211,433.1,20170512,51.08,73.04,,9.618842,360,23.935258,,,0
POPLAR BLUFF MUNI AP,MO,36.7725,-90.3247,99.7,20170107,8.24,27.14,,5.368656,360,19.01399,0,0,0
POPLAR BLUFF MUNI AP,MO,36.7725,-90.3247,99.7,20170114,33.98,39.92,,5.816044,360,14.092722,0,0,0.5511814
POPLAR BLUFF MUNI AP,MO,36.7725,-90.3247,99.7,20170122,46.94,60.98,,11.1847,360,34.001488,0,0,0.03149608
POPLAR BLUFF MUNI AP,MO,36.7725,-90.3247,99.7,20170310,39.92,57.02,,13.197946,360,33.106712,0,0,0
POPLAR BLUFF MUNI AP,MO,36.7725,-90.3247,99.7,20170314,27.14,37.04,,11.632088,360,25.053728,0,0,0
POPLAR BLUFF MUNI AP,MO,36.7725,-90.3247,99.7,20170504,48.02,51.08,,16.105968,360,38.02798,0,0,1.181103
POPLAR BLUFF MUNI AP,MO,36.7725,-90.3247,99.7,20170804,60.98,82.94,,4.250186,360,19.01399,0,0,0
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170106,4.1,23.18,,10.513618,360,25.948504,,0,0.01968505
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170113,30.2,39.02,,12.750558,360,21.922012,0,0,0.01181103
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170114,29.12,33.98,,7.605596,360,19.908766,0,0,0.40944904
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170202,28.22,46.04,,14.092722,360,35.119958,0,0,0
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170224,35.96,57.02,,10.513618,360,38.02798,0,,0
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170301,35.06,66.02,,14.316416,360,44.067718,0,0,0
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170321,57.92,82.94,,12.30317,360,23.040482,0,0,0
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170328,51.08,71.96,,16.105968,360,38.02798,0,0,4.94094755
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170402,51.08,57.92,,11.855782,360,29.08022,0,0,0.29921276
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170413,60.08,69.08,,8.276678,360,25.053728,0,0,2.62992268
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170511,60.08,80.96,,13.645334,360,35.119958,0,0,0
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170512,57.02,78.98,,12.974252,360,31.093466,0,0,0
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170830,62.06,86,,10.289924,360,25.948504,0,0,0
ALTUS AFB,OK,34.3622,-98.9761,386.2,20170831,64.04,87.08,,8.724066,360,19.01399,0,0,0
DENTON MUNI AP,TX,33.2061,-97.1989,195.7,20170105,23.18,35.06,,12.974252,360,29.08022,0,0,0
DENTON MUNI AP,TX,33.2061,-97.1989,195.7,20170114,35.96,41,,8.724066,360,17.000744,0,0,0
DENTON MUNI AP,TX,33.2061,-97.1989,195.7,20170202,39.92,48.02,,12.974252,360,25.948504,0,0,0
DENTON MUNI AP,TX,33.2061,-97.1989,195.7,20170307,39.02,71.96,,11.408394,360,34.001488,0,0,0.01181103
DENTON MUNI AP,TX,33.2061,-97.1989,195.7,20170421,57.02,84.02,,14.54011,360,38.922756,0,0,0.46850419
DENTON MUNI AP,TX,33.2061,-97.1989,195.7,20170529,62.06,87.08,,4.921268,360,18.119214,0,0,0
DENTON MUNI AP,TX,33.2061,-97.1989,195.7,20170619,71.06,91.04,,8.724066,360,23.935258,0,0,0
DENTON MUNI AP,TX,33.2061,-97.1989,195.7,20170830,66.02,87.08,,10.513618,360,25.053728,0,0,0
DENTON MUNI AP,TX,33.2061,-97.1989,195.7,20170912,53.06,84.02,,6.71082,360,25.053728,0,0,0
SEDALIA MEM AP,MO,38.7042,-93.1833,274.3,20170122,37.04,48.92,,12.526864,360,25.948504,,,0.29921276
SEDALIA MEM AP,MO,38.7042,-93.1833,274.3,20170201,31.1,42.98,,9.842536,360,21.027236,,,0
SEDALIA MEM AP,MO,38.7042,-93.1833,274.3,20170203,20.12,35.96,,7.158208,360,19.908766,,,0
SEDALIA MEM AP,MO,38.7042,-93.1833,274.3,20170221,51.98,73.94,,5.368656,360,16.105968,,,0
SEDALIA MEM AP,MO,38.7042,-93.1833,274.3,20170706,68,89.06,,4.47388,360,12.974252,,,0
SEDALIA MEM AP,MO,38.7042,-93.1833,274.3,20170801,66.02,82.94,,2.908022,360,10.06623,,,0
SEDALIA MEM AP,MO,38.7042,-93.1833,274.3,20170820,71.06,89.96,,7.605596,360,42.949248,,,0
SEDALIA MEM AP,MO,38.7042,-93.1833,274.3,20170906,50,75.02,,5.816044,360,23.040482,,,0
TALLULAH VICKSBURG AP,LA,32.35,-91.0278,26.2,20170202,42.98,60.98,,8.724066,360,21.922012,0,0,0
TALLULAH VICKSBURG AP,LA,32.35,-91.0278,26.2,20170212,60.98,84.92,,9.842536,360,31.988242,0,0,0
TALLULAH VICKSBURG AP,LA,32.35,-91.0278,26.2,20170227,53.96,64.94,,10.513618,360,25.948504,0,0,1.18897702
TALLULAH VICKSBURG AP,LA,32.35,-91.0278,26.2,20170307,48.02,73.04,,9.171454,360,31.093466,0,0,0.33070884
TALLULAH VICKSBURG AP,LA,32.35,-91.0278,26.2,20170314,35.06,53.06,,8.724066,360,23.935258,0,0,0
TALLULAH VICKSBURG AP,LA,32.35,-91.0278,26.2,20170322,55.04,78.98,,5.816044,360,16.105968,0,0,0
TALLULAH VICKSBURG AP,LA,32.35,-91.0278,26.2,20170406,51.08,69.08,,6.934514,360,27.066974,0,0,0
TALLULAH VICKSBURG AP,LA,32.35,-91.0278,26.2,20170407,46.04,69.08,,4.026492,360,17.000744,,0,0
TALLULAH VICKSBURG AP,LA,32.35,-91.0278,26.2,20170608,60.98,82.94,,3.579104,360,18.119214,0,0,0
TALLULAH VICKSBURG AP,LA,32.35,-91.0278,26.2,20170623,69.98,86,,7.381902,360,36.90951,0,0,1.968505
LAWRENCE MUNI AP,KS,39.0083,-95.2117,253.6,20170212,26.24,53.06,,12.079476,360,35.119958,,,0
LAWRENCE MUNI AP,KS,39.0083,-95.2117,253.6,20170310,26.24,44.06,,11.1847,360,23.935258,,,0
LAWRENCE MUNI AP,KS,39.0083,-95.2117,253.6,20170511,62.06,68,,8.052984,360,25.053728,0,0,0
LAWRENCE MUNI AP,KS,39.0083,-95.2117,253.6,20170912,53.06,80.06,,4.026492,360,14.987498,,,0
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170114,27.14,33.08,,5.59235,360,14.092722,,,0.64960665
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170122,33.98,53.96,,12.750558,360,34.001488,,,0.48818924
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170309,41,80.96,,8.500372,360,23.935258,,,0.03149608
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170422,42.08,57.92,,8.500372,360,27.96175,,,0.03149608
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170428,55.04,71.96,,4.697574,360,29.974996,,,0.22047256
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170512,55.04,75.02,,7.605596,360,25.053728,,,0
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170527,64.04,82.94,,5.816044,360,23.935258,,,0.01181103
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170623,68,87.98,,7.605596,360,34.001488,,,0
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170901,57.02,84.02,,1.11847,360,10.961006,,,0
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170904,68,95,,6.487126,360,19.908766,,,0
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170906,44.96,78.08,,3.802798,360,19.908766,,,0
PARSONS TRI CITY AP,KS,37.3278,-95.5042,264.9,20170911,51.08,84.02,,1.789552,360,17.000744,,,0
BURNET MUNI AP,TX,30.7406,-98.2353,392.6,20170106,20.12,31.1,,13.42164,360,29.08022,0,0,0
BURNET MUNI AP,TX,30.7406,-98.2353,392.6,20170201,44.96,82.94,,4.250186,360,23.040482,,,0
BURNET MUNI AP,TX,30.7406,-98.2353,392.6,20170202,39.92,60.08,,8.724066,360,21.027236,,,0
BURNET MUNI AP,TX,30.7406,-98.2353,392.6,20170208,46.94,84.02,,9.842536,360,31.988242,,,0
BURNET MUNI AP,TX,30.7406,-98.2353,392.6,20170503,60.08,91.04,,10.737312,360,33.106712,0,0,0
BURNET MUNI AP,TX,30.7406,-98.2353,392.6,20170724,71.96,91.94,,3.579104,360,36.90951,0,0,0.85826818
BURNET MUNI AP,TX,30.7406,-98.2353,392.6,20170823,73.94,93.92,,4.921268,360,21.922012,,,0
BURNET MUNI AP,TX,30.7406,-98.2353,392.6,20170829,69.08,87.98,,10.513618,360,27.96175,,,0
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170120,31.1,44.96,,1.789552,360,8.94776,,,0
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170201,17.24,37.04,,0.894776,360,6.934514,,,0
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170228,29.12,35.06,,0.671082,360,10.961006,,,0.20078751
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170302,32,48.02,,2.460634,360,8.94776,,,0
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170307,32,41,,1.789552,360,10.06623,,,0.05118113
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170315,39.02,48.02,,4.250186,360,12.079476,,,0.85039416
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170405,39.02,66.02,,2.684328,360,10.961006,,,0.01968505
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170409,35.06,57.92,,1.565858,360,10.961006,,,0
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170527,44.06,87.08,,0.894776,360,12.079476,,,0
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170603,50,84.92,,0.894776,360,8.052984,,,0
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170627,59,91.04,,0.894776,360,14.092722,,,0
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170903,53.96,95,,0.671082,360,6.039738,,,0
LOWELL THREE RIVERS,ID,46.1442,-115.5964,451.1,20170914,53.06,73.04,,0.223694,360,19.01399,,,0.01181103
EVANSTON BURNS FLD,WY,41.2731,-111.0306,2183.3,20170213,2.12,24.26,,4.697574,360,14.092722,0,0,0
EVANSTON BURNS FLD,WY,41.2731,-111.0306,2183.3,20170504,37.04,71.06,,4.47388,360,17.000744,0,0,0
EVANSTON BURNS FLD,WY,41.2731,-111.0306,2183.3,20170716,57.02,89.96,,8.052984,360,27.96175,0,0,0
EVANSTON BURNS FLD,WY,41.2731,-111.0306,2183.3,20170730,55.04,86,,7.605596,360,29.08022,0,0,0
EVANSTON BURNS FLD,WY,41.2731,-111.0306,2183.3,20170801,53.96,89.96,,6.71082,360,21.027236,0,0,0
EVANSTON BURNS FLD,WY,41.2731,-111.0306,2183.3,20170811,51.98,80.06,,7.381902,360,35.119958,0,0,0
STANLEY RS,ID,44.1708,-114.9272,1979.7,20170107,-27.76,16.16,,1.11847,360,12.079476,,,0
STANLEY RS,ID,44.1708,-114.9272,1979.7,20170201,23.18,31.1,,2.684328,360,19.908766,,,0.16141741
STANLEY RS,ID,44.1708,-114.9272,1979.7,20170429,16.16,50,,3.579104,360,14.987498,,,0
STANLEY RS,ID,44.1708,-114.9272,1979.7,20170520,28.22,60.98,,4.026492,360,23.040482,,,0
STANLEY RS,ID,44.1708,-114.9272,1979.7,20170522,29.12,71.06,,4.47388,360,21.922012,,,0
STANLEY RS,ID,44.1708,-114.9272,1979.7,20170523,30.2,73.94,,3.579104,360,17.000744,,,0
STANLEY RS,ID,44.1708,-114.9272,1979.7,20170618,37.04,73.04,,5.144962,360,21.027236,,,0
STANLEY RS,ID,44.1708,-114.9272,1979.7,20170727,44.06,77,,3.35541,360,17.000744,,,0
STANLEY RS,ID,44.1708,-114.9272,1979.7,20170728,39.92,82.94,,3.579104,360,17.000744,,,0
HERMISTON MUNI AP,OR,45.8258,-119.2611,195.4,20170808,60.08,102.92,,4.250186,360,10.06623,0,0,0
HERMISTON MUNI AP,OR,45.8258,-119.2611,195.4,20170825,44.06,84.02,,3.131716,360,10.961006,0,0,0
HERMISTON MUNI AP,OR,45.8258,-119.2611,195.4,20170914,44.96,75.92,,3.35541,360,14.987498,0,0,0
CHALLIS AP,ID,44.5228,-114.215,1534.1,20170201,15.26,30.2,,10.06623,360,21.922012,,,0.03149608
CHALLIS AP,ID,44.5228,-114.215,1534.1,20170508,37.04,66.02,,6.039738,360,16.105968,,,0
CHALLIS AP,ID,44.5228,-114.215,1534.1,20170618,46.94,75.02,,5.144962,360,23.935258,,,0
CHALLIS AP,ID,44.5228,-114.215,1534.1,20170625,48.02,89.96,,2.23694,360,12.079476,,,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170130,37.94,46.94,,3.131716,360,18.119214,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170529,51.98,71.06,,5.816044,360,17.000744,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170530,53.96,60.98,,4.47388,360,14.987498,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170610,46.94,62.06,,2.908022,360,19.01399,0,0,0.31102379
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170619,62.96,84.92,,7.82929,360,21.027236,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170622,53.06,80.96,,11.408394,360,25.053728,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170628,50,69.98,,4.47388,360,21.922012,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170629,48.02,82.04,,6.263432,360,19.01399,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170701,55.04,75.92,,6.039738,360,14.987498,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170703,57.02,77,,8.724066,360,21.027236,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170705,50,89.96,,6.263432,360,21.027236,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170706,48.92,87.98,,4.921268,360,17.000744,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170711,44.96,80.06,,6.263432,360,19.908766,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170713,55.94,75.92,,4.921268,360,19.908766,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170716,48.92,73.94,,7.605596,360,23.935258,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170722,53.96,89.96,,6.487126,360,23.935258,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170725,60.08,89.06,,9.618842,360,23.935258,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170727,57.92,77,,8.276678,360,21.027236,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170728,53.06,80.96,,8.94776,360,21.922012,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170730,60.08,87.98,,8.500372,360,21.027236,,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170802,71.96,102.92,,8.724066,360,23.040482,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170812,55.04,80.06,,6.039738,360,18.119214,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170819,55.04,80.06,,7.605596,360,21.922012,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170829,55.94,87.08,,4.697574,360,17.000744,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170902,68,98.96,,8.724066,360,23.040482,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170908,62.06,75.02,,3.802798,360,14.987498,0,0,0
SCAPPOOSE IND AP,OR,45.7728,-122.8611,16.8,20170911,48.02,91.94,,6.487126,360,23.040482,0,0,0
NIAGARA FALLS INTL AP,NY,43.1072,-78.9453,178.3,20170304,12.2,22.1,,9.618842,360,25.053728,,,0
NIAGARA FALLS INTL AP,NY,43.1072,-78.9453,178.3,20170328,42.08,50,,8.052984,360,18.119214,,,0
NIAGARA FALLS INTL AP,NY,43.1072,-78.9453,178.3,20170527,53.96,69.98,,2.908022,360,10.06623,,,0
NIAGARA FALLS INTL AP,NY,43.1072,-78.9453,178.3,20170607,51.98,71.96,,7.158208,360,21.922012,,,0
NIAGARA FALLS INTL AP,NY,43.1072,-78.9453,178.3,20170720,62.96,78.08,,6.487126,360,29.08022,,,0.75196891
NIAGARA FALLS INTL AP,NY,43.1072,-78.9453,178.3,20170825,53.96,71.06,,4.250186,360,18.119214,,,0
NIAGARA FALLS INTL AP,NY,43.1072,-78.9453,178.3,20170911,,,,,360,16.105968,,,0
BINGHAMTON,NY,42.1997,-75.985,489.5,20170413,33.98,50,41.9,9.395148,360,21.922012,0,0,0
BINGHAMTON,NY,42.1997,-75.985,489.5,20170421,46.04,57.92,53.78,10.06623,360,23.935258,0,0,0.42126007
BINGHAMTON,NY,42.1997,-75.985,489.5,20170614,57.02,75.92,67.64,7.381902,360,18.119214,0,0,0
BINGHAMTON,NY,42.1997,-75.985,489.5,20170730,51.98,75.92,64.22,6.934514,360,19.01399,0,0,0
BINGHAMTON,NY,42.1997,-75.985,489.5,20170909,44.96,55.94,50.36,8.052984,360,21.922012,0,0,0
BRADFORD RGNL AP,PA,41.8031,-78.6403,645.3,20170413,31.1,50,,3.579104,360,14.092722,,,0
BRADFORD RGNL AP,PA,41.8031,-78.6403,645.3,20170510,39.02,64.94,,4.026492,360,16.105968,,,0
BRADFORD RGNL AP,PA,41.8031,-78.6403,645.3,20170725,53.06,66.92,,7.158208,360,17.000744,,,0.07086618
BRADFORD RGNL AP,PA,41.8031,-78.6403,645.3,20170825,46.04,69.08,,3.35541,360,16.105968,,,0
BRADFORD RGNL AP,PA,41.8031,-78.6403,645.3,20170909,41,60.98,,4.026492,360,18.119214,,,0
FITCHBURG MUNI AP,MA,42.5519,-71.7558,106.1,20170118,32,35.06,,4.47388,360,14.092722,,,0.22834658
FITCHBURG MUNI AP,MA,42.5519,-71.7558,106.1,20170826,50,77,,3.131716,360,16.105968,,,0
FITCHBURG MUNI AP,MA,42.5519,-71.7558,106.1,20170902,46.04,73.94,,3.802798,360,14.092722,,,0
FITCHBURG MUNI AP,MA,42.5519,-71.7558,106.1,20170906,60.98,71.96,,3.35541,360,23.935258,,,2.74015896
FITCHBURG MUNI AP,MA,42.5519,-71.7558,106.1,20170915,68,84.92,,2.23694,360,14.987498,,,0.16929143
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,20170107,20.12,25.16,23.54,13.645334,360,29.08022,9.6850446,1.181103,0.51968532
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,20170114,26.24,33.08,29.84,5.368656,360,21.922012,1.4960638,0,0.12992133
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,20170422,46.94,53.06,49.82,8.052984,360,19.908766,0,0,0.07086618
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,20170626,59,78.08,70.88,8.724066,360,27.96175,0,0,0
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,20170725,62.06,71.06,64.94,6.71082,360,17.000744,0,0,0
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,20170816,64.94,87.08,75.38,6.71082,360,21.027236,0,0,0
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,20170909,53.96,69.98,61.88,9.395148,360,21.922012,0,0,0
ISLIP LI MACARTHUR AP,NY,40.7939,-73.1017,25.6,20170911,53.06,77,64.22,6.71082,360,18.119214,0,0,0
DUBOIS JEFFERSON CO AP,PA,41.1783,-78.8989,552.9,20170825,50,68,,3.131716,360,12.974252,0,0,0
